"Y01","Account_Type","Additional_Seats","Age","Arrival_Time","Auto_Renew_STH","Concession_Total","Cust_ID","DistA","Educational_Level","Favorite_Caps_Player","Favorite_Sport","Favorite_Team","First_Year_STH","HouseHold_Income_True","ID","Job_Sector","Last_Contact","Marital","Mode_Of_Transport","Most_Purch_Concession","Mult_Loc","Net_Worth_True","Num_Children","NumSeats","PerSold","PerTransf","PerUsed","Rejoined_STH","Rep_Calls","Rep_Name","Rep_Visits","Seating_Location","Sex","Spent_Other_Teams","State_Name","STH_Attended","Survey_Comp","Team_B_STH","Team_C_STH","Team_Network_Sub","Team_Store_Total","Tenure","Ticket_Form","Total_Spent","Weekday_Attended","Weekday_Sold","Weekend_Attended","Weekend_Sold","Zip_Codes","Contact_Year","Contact_Month","Contact_Day","Contact_Weekday","Contact_Hour","Marital_Original","Region","Flag_Tenure_High","Flag_Survey_Invalid"
0,"Business",0,20,30,"No",1276.69,411046466,NA,NA,NA,NA,"Washington Capitals",2023,40000,3311,NA,2020-12-20 03:19:56.963976,"M",NA,"Specialty","No",NA,0,4,0.116938997,0.004801726,0.098496776,FALSE,74,"Grace",7,"Club","M",500,"New Hampshire",2,0,NA,NA,"No",0,2,"Digital",1776.69,0.789361702,0.210638298,0.58,0.07,3302,2020,12,20,"Sun",3,"M","Northeast",0,0
1,"Personal",0,73,60,"Yes",958.83,411069681,38,NA,NA,NA,"Washington Capitals",2003,90000,3312,NA,2021-02-28 09:49:31.87515,"D",NA,"Beer","No",1700000,2,2,0.26587951,0.175783172,0.78,FALSE,68,"Emma",11,"Club","F",0,"Maryland",1,0.29,NA,NA,"Yes",0,22,"Digital",958.83,0.726241135,0.273758865,0.61,0.349,21209,2021,2,28,"Sun",9,"D","DCArea",0,0
1,"Personal",0,65,30,"Yes",2347.52,411089965,27,NA,NA,NA,"Washington Capitals",1992,NA,3313,NA,2018-02-25 01:31:37.672453,"M",NA,"Beer","No",1250000,1,6,0,0.3,0.81,FALSE,66,"David",54,"Suite","F",4049.73,"Virginia",4,0.17,NA,NA,"Yes",5751.94,33,"Physical",12149.19,0.370921986,0.629078014,0.68,0.02,20110,2018,2,25,"Sun",1,"M","DCArea",0,0
0,"Personal",0,51,45,"Yes",1910.22,411123909,NA,NA,NA,NA,"Other",2015,NA,3314,NA,2024-04-15 07:44:28.4488,"M",NA,"Beer","No",NA,3,6,0.008891309,0.025986318,0.309821505,TRUE,27,"Ivy",NA,"Club","M",0,"Wisconsin",5,0.04,NA,NA,"Yes",94.18,1,"Digital",2004.4,0.728368794,0.271631206,0.99,0.059,53208,2024,4,15,"Mon",7,"M","Midwest",0,0
1,"Personal",0,NA,30,"Yes",726.73,411127109,3,NA,NA,NA,"Washington Capitals",2014,NA,3315,NA,2023-06-27 15:46:10.389258,"M",NA,"Hot Dog","No",NA,1,2,0.084845587,0.123684151,0.857071028,FALSE,60,"Emma",13,"423","M",0,"District of Columbia",1,0.2,NA,NA,"No",383.22,11,"Digital",1109.95,0.790780142,0.209219858,0.91,0.111,20007,2023,6,27,"Tue",15,"M","DCArea",0,0
1,"Personal",0,60,45,"Yes",1093.58,411191090,NA,NA,NA,NA,"Philadelphia Flyers",1998,80000,3316,NA,2024-06-18 22:39:25.315944,"D",NA,"Specialty","No",NA,0,4,0.120615868,0.057587224,0.195565112,FALSE,71,"David",13.5,"200","M",1366.975,"Pennsylvania",2,0.23,NA,NA,"No",0,27,"Digital",2460.555,0.25248227,0.74751773,0.69,0.003,19005,2024,6,18,"Tue",22,"D","Northeast",0,0
0,"Personal",0,63,30,"Yes",1119.43,411308166,NA,"BD","Alexander Ovechkin","NHL","Other",2009,90000,3317,"Tech",2020-02-14 07:33:28.417176,"M","Car","Beer","No",NA,0,4,0.042755551,0.077459033,0.132369257,FALSE,74.70045957,"Emma",21.5,"219","M",2096.0125,"Massachusetts",4,0.29,"No","No","Yes",557.38,16,"Digital",3772.8225,0.556737589,0.443262411,0.41,0.038,2108,2020,2,14,"Fri",7,"M","Northeast",0,0
1,"Personal",0,94,30,"Yes",0,411385270,209,NA,NA,NA,"New Jersey Devils",1988,135000,3318,NA,2021-02-15 12:55:15.434924,"M",NA,"Other","No",NA,2,2,0.211215039,0.008834514,0.098465737,FALSE,60.16499692,"Frank",6,"401","M",0,"New Jersey",7,0,NA,NA,"No",0,37,"Digital",0,0.902836879,0.097163121,0.88,0.037,7010,2021,2,15,"Mon",12,"M","Northeast",0,0
1,"Personal",0,61,-15,"Yes",835.17,411453588,NA,NA,NA,NA,"Washington Capitals",2020,95000,3319,NA,2023-08-10 21:31:36.055759,"M",NA,"Beer","No",2900000,1,2,0.011982429,0.061025131,0.754916689,FALSE,60.39911691,"Grace",5,"412","M",500,"Maryland",1,0.14,NA,NA,"No",177.07,NA,"Digital",1512.24,0.870212766,0.129787234,0.84,0.06,21201,2023,8,10,"Thu",21,"M","DCArea",NA,0
1,"Personal",0,59,0,"Yes",725.32,411540222,135,NA,NA,NA,"Philadelphia Flyers",2022,NA,3320,NA,2021-04-26 16:49:54.147737,"M",NA,"Soda","No",NA,1,2,0.010372704,0.209060388,0.78174374,FALSE,57.64875486,NA,2,"428","M",0,"Pennsylvania",3,0.28,NA,NA,"Yes",115.52,3,"Digital",840.84,0.519858156,0.480141844,0.43,0.054,19009,2021,4,26,"Mon",16,"M","Northeast",0,0
0,"Personal",0,63,30,"Yes",753.68,411855068,NA,NA,NA,NA,"Washington Capitals",1997,NA,3321,NA,2019-09-08 20:36:47.105362,"M",NA,"Beer","No",1850000,0,2,0.163375288,0.009100854,0.10058045,FALSE,42,"Frank",13,"Club","M",0,"Oklahoma",4,0.24,NA,NA,"No",969.4,NA,"Digital",1723.08,0.640425532,0.359574468,0.28,0.003,73108,2019,9,8,"Sun",20,"M","South",NA,0
1,"Personal",0,65,45,"Yes",780.54,411886028,NA,NA,NA,NA,"Washington Capitals",2010,1e+05,3322,NA,2023-03-18 09:04:25.298199,"M",NA,"Popcorn","No",NA,1,2,0.015113691,0.098890946,0.784069566,FALSE,70,"Frank",16,"110","M",1303.02,"District of Columbia",2,0,NA,NA,"Yes",522.48,15,"Digital",2606.04,0.667375887,0.332624113,0.65,0.063,20009,2023,3,18,"Sat",9,"M","DCArea",0,0
1,"Personal",0,NA,-60,"No",824.9,411931786,32,"HS","Nic Dowd","NHL","Washington Capitals",2005,110000,3323,"Tech",2019-03-06 11:21:16.437829,"M","Uber/Taxi","Peanuts","No",2950000,0,2,1,0,0.733253294,FALSE,63,"Emma",20,"Suite","F",1519.83,"Virginia",0,0.54,"Yes","Yes","No",694.93,20,"Physical",3039.66,0.380851064,0.619148936,0.34,0.269,20108,2019,3,6,"Wed",11,"M","DCArea",0,0
1,"Personal",0,NA,30,"Yes",858.63,412048340,37,NA,NA,NA,"Washington Capitals",2014,NA,3324,NA,2024-01-29 13:20:43.311991,"M",NA,"Hot Dog","No",NA,2,2,0.051563783,0.038982712,0.73596492,TRUE,52.08423359,"Frank",10.5,"203","M",1336.4625,"Maryland",2,0,NA,NA,"No",210.54,6,"Digital",2405.6325,0.982269504,0.017730496,0.96,0.189,21208,2024,1,29,"Mon",13,"M","DCArea",0,0
0,"Personal",0,49,15,"Yes",887.34,412058681,35,"MD","Andrew Mangiapane","NHL","Washington Capitals",2025,NA,3325,"Gov",2023-11-06 12:45:25.558924,NA,"Public","Specialty","No",NA,8,2,0.019333134,0.022422611,0.600875751,FALSE,77.3716988,"Alice",13,"117","M",1204.0625,"Maryland",2,0.32,"No","No","No",75.91,1,"Digital",2167.3125,0.60070922,0.39929078,0.84,0.085,21207,2023,11,6,"Mon",12,NA,"DCArea",0,0
0,"Personal",0,33,30,"Yes",916.17,412113583,36,NA,NA,NA,"Washington Capitals",2024,NA,3326,NA,2023-09-08 18:57:12.835836,"M",NA,"Soda","No",NA,0,2,0.137054417,0.117572127,0.600279413,FALSE,75,"Ivy",NA,"105","M",1224.025,"Maryland",0,0.45,NA,NA,"No",63.05,1,"Digital",2203.245,0.728368794,0.271631206,0.74,0.035,21202,2023,9,8,"Fri",18,"M","DCArea",0,0
0,"Personal",0,33,15,"No",691.45,412224602,251,"HS","John Carlson","Other","Washington Capitals",2017,NA,3327,"Tech",2023-12-03 08:53:10.422841,"M","Car","Popcorn","No",NA,1,2,0.054249673,0.019063013,0.121771862,FALSE,43.46834315,NA,9,"402","M",500,"West Virginia",0,0.24,"Yes","No","No",265.94,8,"Digital",1457.39,0.715602837,0.284397163,0.92,0.044,25305,2023,12,3,"Sun",8,"M","South",0,0
0,"Personal",0,NA,30,"Yes",1536.53,412386287,NA,NA,NA,NA,"Washington Capitals",2025,NA,3328,NA,2024-07-02 17:51:29.044896,"M",NA,"Specialty","No",NA,0,6,0.111597082,0.263631045,0.94,FALSE,29.0343571,"Ivy",14.5,"225","M",1920.6625,"Wyoming",2,0,NA,NA,"Yes",0,1,"Digital",3457.1925,0.926950355,0.073049645,0.84,0.153,82003,2024,7,2,"Tue",17,"M","West",0,0
1,"Personal",0,18,30,"No",930.12,412474906,197,NA,NA,NA,"New Jersey Devils",2025,NA,3329,NA,2024-12-10 12:36:33.506107,"D",NA,"Hot Dog","No",NA,NA,2,0.179145773,0.01,0.818689996,FALSE,71.47793819,"Ivy",12,"Club","M",500,"New Jersey",1,0.1,NA,NA,"No",0,1,"Digital",1430.12,0.456737589,0.543262411,0.96,0.155,7005,2024,12,10,"Tue",12,"D","Northeast",0,0
1,"Personal",0,62,30,"Yes",879.78,412593186,40,NA,NA,NA,"Washington Capitals",2023,NA,3330,NA,2023-10-23 02:47:11.754519,"M",NA,"Peanuts","No",NA,0,2,0.001502056,0.088098194,0.725023536,FALSE,69,"Grace",12,"Club","M",1215.95,"Maryland",3,0.26,NA,NA,"No",92.98,2,"Digital",2188.71,0.541134752,0.458865248,0.73,0.085,21206,2023,10,23,"Mon",2,"M","DCArea",0,0
0,"Personal",0,NA,45,"No",931.55,412790183,NA,NA,NA,NA,"Washington Capitals",2011,NA,3331,NA,2020-02-04 14:14:50.268128,"D",NA,"Soda","No",NA,3,2,0.155819087,0.006237544,0.022025307,FALSE,40,"David",4,"Club","F",0,"Oregon",3,0.14,NA,NA,"Yes",0,14,"Digital",931.55,0.326241135,0.673758865,0.7,0.089,97014,2020,2,4,"Tue",14,"D","West",0,0
0,"Personal",0,NA,30,"Yes",630.87,413025855,NA,NA,NA,NA,"Other",2014,85000,3332,NA,2020-09-21 08:23:08.787109,"S",NA,"Popcorn","No",NA,1,2,0.057412796,0.046450296,0.175604596,TRUE,62.95481087,"Grace",5,"425","F",0,"Illinois",1,0,NA,NA,"No",103.4,3,"Digital",734.27,0.478014184,0.521985816,0.66,0.038,60608,2020,9,21,"Mon",8,"S","Midwest",0,0
0,"Personal",0,19,60,"No",939.18,413147419,120,"BD","Nicklas Backstrom","NHL","Philadelphia Flyers",2024,45000,3333,"Gov",2019-10-10 02:09:58.317951,"D","Car","Soda","No",450000,1,2,0.01201137,0.090610692,0.636841316,FALSE,40.32004948,"Alice",8,"105","F",500,"Pennsylvania",1,0.39,"Yes","Yes","No",66.12,1,"Digital",1505.3,0.533333333,0.466666667,0.68,0.046,19010,2019,10,10,"Thu",2,"D","Northeast",0,0
1,"Personal",0,NA,-60,"Yes",822.91,413156825,204,"SC","Dylan Strome","NHL","Other",1999,NA,3334,"Tech",2020-05-13 15:55:30.733654,"M","Public","Specialty","No",NA,3,2,0.047227358,0.054660573,0.137974221,FALSE,58,"Frank",19,"Suite","F",2153.3375,"New York",3,0.36,"Yes","Yes","No",899.76,NA,"Digital",3876.0075,0.253191489,0.746808511,0.14,0.083,10005,2020,5,13,"Wed",15,"M","Northeast",NA,0
1,"Business",0,38,30,"Yes",1255.94,413204503,2,NA,NA,NA,"Washington Capitals",2019,85000,3335,NA,2024-03-26 21:21:28.11325,"M",NA,"Hot Dog","No",NA,0,4,0.028129639,0.072918348,0.735649807,TRUE,65.88076928,"Alice",14,"Club","M",1569.925,"District of Columbia",3,0.12,NA,NA,"No",0,1,"Digital",2825.865,0.29858156,0.70141844,0.6,0.095,20010,2024,3,26,"Tue",21,"M","DCArea",0,0
1,"Personal",0,76,15,"Yes",738.89,413380636,3,NA,NA,NA,"Washington Capitals",2022,NA,3336,NA,2019-01-06 04:54:55.344796,"D",NA,"Soda","No",NA,0,2,0.038757869,0.033910497,0.79803613,FALSE,74.7912611,"Other",16,"423","M",2149.075,"District of Columbia",3,0,NA,NA,"Yes",120.74,3,"Digital",3008.705,0.895035461,0.104964539,0.83,0.055,20002,2019,1,6,"Sun",4,"D","DCArea",0,0
1,"Personal",0,81,15,"Yes",1364.06,413442667,27,"HS","Alexander Ovechkin","NHL","Washington Capitals",1991,70000,3337,"Tech",2021-05-30 22:28:41.995796,"M","Car","Soda","No",1450000,2,4,0.011796278,0.040175213,0.79,FALSE,42,"Frank",15,"Suite","M",1705.075,"Virginia",2,0.45,"No","No","No",0,34,"Physical",3069.135,0.928368794,0.071631206,0.87,0.021,20110,2021,5,30,"Sun",22,"M","DCArea",0,0
1,"Personal",0,85,30,"Yes",907.33,413446246,32,"PHD","Martin Fehervary","NHL","Washington Capitals",2007,155000,3338,"Gov",2022-09-08 13:17:04.442348,"M","Uber/Taxi","Beer","No",NA,0,2,0.022052035,0.01,0.505359359,FALSE,68,"Emma",19,"Club","M",1915.575,"Virginia",2,0.31,"No","No","Yes",625.13,18,"Digital",3448.035,0.504255319,0.495744681,1,0.054,20104,2022,9,8,"Thu",13,"M","DCArea",0,0
1,"Personal",0,29,60,"Yes",704.25,413452305,38,NA,NA,NA,"Washington Capitals",2016,NA,3339,NA,2024-11-19 00:25:58.818743,"M",NA,"Beer","No",NA,3,2,0.004383746,0.212519134,0.614119782,FALSE,NA,"Grace",10,"418","M",1380.3125,"Maryland",2,0.17,NA,NA,"Yes",0,9,"Digital",2084.5625,0.885815603,0.114184397,0.92,0.024,21210,2024,11,19,"Tue",0,"M","DCArea",0,0
0,"Business",0,84,15,"Yes",1365.7,413700142,NA,NA,NA,NA,"Washington Capitals",2021,115000,3340,NA,2024-05-31 02:55:42.518878,"M",NA,"Beer","No",NA,0,4,0.050780746,0.01,0.065827821,FALSE,34.88736336,"Frank",9,"Club","M",0,"New Hampshire",3,0,NA,NA,"No",150.14,4,"Digital",1515.84,0.504255319,0.495744681,0.85,0.016,3309,2024,5,31,"Fri",2,"M","Northeast",0,0
0,"Personal",0,54,30,"Yes",932.98,413723949,NA,NA,NA,NA,"Other",2007,1e+05,3341,NA,2025-01-12 15:22:56.554513,"M",NA,"Beer","No",NA,1,2,0.074499077,0.037660156,0.165619101,FALSE,71,NA,20.5,"210","M",1946.7125,"Missouri",3,0.54,NA,NA,"Yes",624.39,18,"Digital",3504.0825,0.80070922,0.19929078,0.92,0.078,63102,2025,1,12,"Sun",15,"M","Midwest",0,0
1,"Personal",0,68,45,"Yes",941.42,413860992,85,"BD","Trevor van Riemsdyk","NHL","Washington Capitals",1997,70000,3342,"Tech",2020-10-25 20:32:26.943446,"M","Car","Other","No",NA,1,2,0.009425363,0.057106376,0.102982711,FALSE,70,"David",9,"108","M",0,"Delaware",1,0.05,"No","No","No",0,28,"Digital",941.42,0.844680851,0.155319149,0.95,0.024,19901,2020,10,25,"Sun",20,"M","South",0,0
1,"Personal",0,49,30,"Yes",1253.42,413880273,187,NA,NA,NA,"New Jersey Devils",2015,125000,3343,NA,2023-07-05 19:40:12.743448,"M",NA,"Burger","No",NA,4,4,0.012315683,0.079914814,0.8,FALSE,NA,"David",18,"Club","M",2011.4,"New Jersey",3,0.34,NA,NA,"No",355.7,10,"Digital",3620.52,0.875886525,0.124113475,0.71,0.022,7001,2023,7,5,"Wed",19,"M","Northeast",0,0
1,"Personal",0,81,45,"Yes",769.64,413998629,54,NA,NA,NA,"Washington Capitals",2024,155000,3344,NA,2018-12-01 02:00:47.314261,"M",NA,"Popcorn","No",1750000,0,2,0.169575564,0.040749416,0.799931983,FALSE,27.63184743,"Ivy",10,"401","M",2090.075,"Virginia",1,0,NA,NA,"No",66.39,1,"Digital",2926.105,0.541134752,0.458865248,0.68,0.187,20106,2018,12,1,"Sat",2,"M","DCArea",0,0
1,"Business",0,NA,15,"Yes",1732.23,414025181,3,NA,NA,NA,"Washington Capitals",1983,105000,3345,NA,2024-11-20 08:36:09.229607,"M",NA,"Popcorn","No",NA,1,4,0.087484023,0.017052414,0.95346717,FALSE,47,"Emma",56,"Suite","M",4513.76,"District of Columbia",5,0.22,NA,NA,"Yes",7295.29,42,"Digital",13541.28,0.704255319,0.295744681,0.58,0.082,20002,2024,11,20,"Wed",8,"M","DCArea",0,0
0,"Personal",0,27,45,"Yes",948.34,414074509,NA,NA,NA,NA,"Washington Capitals",2023,NA,3346,NA,2018-03-02 02:26:06.737241,"M",NA,"Beer","No",1e+05,2,2,0.021079169,0.004399304,0.02773979,FALSE,41,"Alice",9,"Suite","M",1241.4625,"Nebraska",1,0.23,NA,NA,"Yes",44.83,2,"Digital",2234.6325,0.957411348,0.042588652,0.7,0.08,68106,2018,3,2,"Fri",2,"M","Midwest",0,0
0,"Personal",0,72,15,"Yes",754.41,414318304,NA,NA,NA,NA,"Other",2005,NA,3347,NA,2021-06-07 07:14:39.283389,"M",NA,"Beer","No",NA,0,2,0.272056295,0.018682109,0.112081389,FALSE,39,"David",20.5,"217","M",1805.4875,"Illinois",1,3.7,NA,NA,"No",689.98,20,"Digital",3249.8775,0.49858156,0.50141844,0.93,0.051,60605,2021,6,7,"Mon",7,"M","Midwest",0,1
1,"Personal",0,24,30,"Yes",461.02,414374915,1,"BD","Sonny Milano","NHL","Washington Capitals",2020,70000,3348,"Tech",2019-08-05 16:21:51.472636,"M","Uber/Taxi","Burger","No",450000,0,1,0.106014806,0.056339072,0.631239885,TRUE,68.21026964,"Alice",5.5,"214","M",500,"District of Columbia",0,0.32,"No","Yes","No",48.5,1,"Digital",1009.52,0.421985816,0.578014184,0.96,0.121,20006,2019,8,5,"Mon",16,"M","DCArea",0,0
1,"Personal",0,36,30,"No",641.72,414634829,0,NA,NA,NA,"Washington Capitals",2014,NA,3349,NA,2019-03-11 23:31:36.664278,"M",NA,"Beer","No",5e+05,0,2,0,0.3,0.764845763,FALSE,NA,NA,16,"417","M",1023.96,"District of Columbia",2,0.67,NA,NA,"No",382.24,11,"Digital",2047.92,0.65035461,0.34964539,0.69,0.073,20004,2019,3,11,"Mon",23,"M","DCArea",0,0
0,"Personal",0,NA,45,"Yes",895.89,414719731,NA,NA,NA,NA,"Washington Capitals",2012,NA,3350,NA,2018-07-04 02:22:06.895331,"M",NA,"Soda","No",350000,4,2,0.170172138,0.003,0.023485467,FALSE,48,"David",8,"111","M",0,"Kentucky",2,0.37,NA,NA,"Yes",0,13,"Digital",895.89,0.74964539,0.25035461,0.84,0.019,40206,2018,7,4,"Wed",2,"M","South",0,0
1,"Personal",0,NA,-15,"Yes",838.36,414759874,NA,"HS","Connor McMichael","NHL","Washington Capitals",2000,NA,3351,"Manufact",2020-12-07 06:37:25.556478,"M","Car","Hot Dog","No",1450000,3,2,1,0,0.711937216,FALSE,39,NA,20,"408","M",2132.85,"District of Columbia",4,0.62,"No","No","No",867.92,25,"Digital",3839.13,0.624822695,0.375177305,0.85,0.343,20008,2020,12,7,"Mon",6,"M","DCArea",0,0
1,"Shared",0,62,0,"Yes",795.27,414837770,NA,NA,NA,NA,"Washington Capitals",1996,NA,3352,NA,2023-05-06 17:44:00.284626,NA,NA,"Specialty","No",NA,3,2,0.042121028,0.331796649,0.885941038,FALSE,16,"David",8.5,"204","M",994.0875,"District of Columbia",3,0.2,NA,NA,"No",0,29,"Digital",1789.3575,0.75106383,0.24893617,0.87,0.072,20006,2023,5,6,"Sat",17,NA,"DCArea",0,0
1,"Business",0,NA,30,"Yes",817.49,414965654,187,"AD","Dylan Strome","NHL","New Jersey Devils",1996,105000,3353,"Tech",2020-12-31 14:35:16.714181,"M","Uber/Taxi","Specialty","No",1200000,0,2,0.016222141,0.010880332,0.082400914,FALSE,60,"David",16,"Suite","M",0,"New Jersey",0,0.5,"Yes","Yes","No",1004.45,29,"Digital",1821.94,0.709929078,0.290070922,0.85,0.028,7007,2020,12,31,"Thu",14,"M","Northeast",0,0
0,"Personal",0,97,30,"Yes",1183.1,415164896,NA,NA,NA,NA,"Other",2018,NA,3354,NA,2019-09-14 04:59:52.224095,"M",NA,"Hot Dog","No",NA,1,4,0.127385081,0.073721733,0.309904184,TRUE,75.57382477,"Alice",15,"Club","M",1584.5,"Minnesota",0,0.42,NA,NA,"No",84.5,1,"Digital",2852.1,0.485815603,0.514184397,0.16,0.096,55104,2019,9,14,"Sat",4,"M","Midwest",0,0
1,"Shared",0,33,-15,"No",822.87,415185073,35,NA,NA,NA,"Washington Capitals",2024,NA,3355,NA,2022-09-22 03:39:18.254358,"M",NA,"Hot Dog","No",NA,1,2,0.073416274,0.06191473,0.918827599,FALSE,46.76695021,"Ivy",4,"112","M",0,"Maryland",2,0.25,NA,NA,"No",68.51,1,"Digital",891.38,0.505673759,0.494326241,0.98,0.022,21201,2022,9,22,"Thu",3,"M","DCArea",0,0
1,"Business",0,75,-15,"Yes",1421.4,415271044,39,NA,NA,NA,"Washington Capitals",2001,110000,3356,NA,2024-04-17 04:58:45.76489,NA,NA,"Beer","No",1050000,1,4,0.02697101,0.105704233,0.7,FALSE,63,"Emma",39,"Club","M",2806.64,"Maryland",3,0,NA,NA,"No",4191.88,24,"Digital",8419.92,0.931205674,0.068794326,0.98,0.118,21212,2024,4,17,"Wed",4,NA,"DCArea",0,0
1,"Personal",0,74,30,"Yes",822.97,415438172,35,NA,NA,NA,"Washington Capitals",1993,NA,3357,NA,2019-11-28 20:45:35.282542,"M",NA,"Popcorn","No",NA,1,2,0.154608336,0.071185353,0.97,FALSE,76,"David",23,"Club","M",2418.1875,"Maryland",2,0.53,NA,NA,"No",1111.58,32,"Digital",4352.7375,0.580851064,0.419148936,0.27,0.132,21201,2019,11,28,"Thu",20,"M","DCArea",0,0
0,"Personal",0,55,45,"Yes",778.25,415735782,NA,NA,NA,NA,"Other",2009,60000,3358,NA,2023-04-21 20:35:36.644147,"M",NA,"Soda","No",5e+05,4,2,0.020701431,0.02908126,0.058810103,FALSE,52.52232183,"Frank",19,"Club","M",1664.0625,"Massachusetts",3,0.5,NA,NA,"No",553,16,"Digital",2995.3125,0.507092199,0.492907801,0.86,0.116,2108,2023,4,21,"Fri",20,"M","Northeast",0,0
1,"Personal",0,31,30,"Yes",972.88,415813026,32,NA,NA,NA,"Washington Capitals",2018,95000,3359,NA,2019-01-21 22:50:44.587335,"M",NA,"Peanuts","No",NA,1,2,0.092437769,0.226593784,0.748884212,FALSE,76,"Other",15,"118","M",1528.025,"Virginia",2,0.25,NA,NA,"No",249.54,7,"Digital",2750.445,0.728368794,0.271631206,0.79,0.24,20105,2019,1,21,"Mon",22,"M","DCArea",0,0
0,"Personal",0,48,30,"Yes",1362.85,415857211,NA,NA,NA,NA,"Other",2020,NA,3360,NA,2020-06-04 14:34:08.432777,NA,NA,"Other","No",2550000,4,4,0.121280574,0.026965225,0.018489702,FALSE,50,"Emma",10,"Suite","M",500,"Washington",2,0.34,NA,NA,"Yes",181.06,5,"Digital",2043.91,0.665248227,0.334751773,0.52,0.112,98003,2020,6,4,"Thu",14,NA,"West",0,0
1,"Business",0,94,45,"Yes",1137.63,415975870,1,NA,NA,NA,"Washington Capitals",2024,NA,3361,NA,2019-06-19 21:03:20.493199,"D",NA,"Hot Dog","No",NA,0,4,0.057911658,0.074740266,0.811783549,FALSE,30,"Ivy",8.5,"212","M",500,"District of Columbia",1,0.33,NA,NA,"Yes",0,NA,"Physical",1637.63,0.480851064,0.519148936,0.92,0.059,20006,2019,6,19,"Wed",21,"D","DCArea",NA,0
1,"Personal",0,25,30,"Yes",1267.35,416251381,35,NA,NA,NA,"Washington Capitals",2020,NA,3362,NA,2024-08-12 10:55:40.032182,"M",NA,"Popcorn","No",NA,1,4,0.113883406,0.039557935,0.89,FALSE,30,"David",9,"Club",NA,500,"Maryland",3,0.45,NA,NA,"No",0,5,"Digital",1767.35,0.633333333,0.366666667,0.78,0.069,21201,2024,8,12,"Mon",10,"M","DCArea",0,0
1,"Personal",0,35,30,"Yes",803.71,416261726,NA,"HS","Andrew Mangiapane","NHL","Washington Capitals",2011,125000,3363,"Finance",2021-11-10 05:01:26.550339,"D","Uber/Taxi","Popcorn","No",NA,2,2,0.1766321,0.106776978,0.91,FALSE,74,NA,16,"Club",NA,1617.3875,"Maryland",3,0.38,"No","No","No",490.2,14,"Digital",2911.2975,0.614184397,0.385815603,0.64,0.298,21208,2021,11,10,"Wed",5,"D","DCArea",0,0
1,"Personal",0,26,0,"No",819.22,416339597,1,NA,NA,NA,"Washington Capitals",2025,NA,3364,NA,2019-09-14 20:20:27.824152,"M",NA,"Hot Dog","No",1e+05,0,2,0.160792999,0.24946664,0.692741641,FALSE,71.50331313,"Grace",13.5,"210","F",2231.55,"District of Columbia",0,0.26,NA,NA,"Yes",73.4,1,"Digital",3124.17,0.766666667,0.233333333,0.8,0.19,20001,2019,9,14,"Sat",20,"M","DCArea",0,0
1,"Personal",0,74,30,"Yes",796.01,416409410,124,"PHD","John Carlson","Other","Philadelphia Flyers",2009,NA,3365,"Finance",2020-03-13 01:09:48.018101,"M","Public","Hot Dog","No",NA,0,2,0.02149713,0.046816817,0.099039578,FALSE,54.50352095,"Frank",24.5,"206","M",500,"Pennsylvania",1,0.26,"No","Yes","No",2760.09,16,"Digital",4056.1,0.560992908,0.439007092,0.35,0.07,19004,2020,3,13,"Fri",1,"M","Northeast",0,0
0,"Personal",0,51,30,"Yes",1245.02,416444432,NA,NA,NA,NA,"Other",2008,NA,3366,NA,2019-04-25 03:27:36.117772,"M",NA,"Beer","No",NA,0,4,0.032049327,0.033741403,0.110686893,FALSE,55,"Emma",19,"Club","M",500,"Tennessee",3,0.05,NA,NA,"No",594.07,NA,"Digital",2339.09,0.646099291,0.353900709,1,0.037,37209,2019,4,25,"Thu",3,"M","South",NA,0
1,"Personal",0,61,30,"Yes",771.05,416560283,3,NA,NA,NA,"Washington Capitals",1984,65000,3367,NA,2024-12-09 10:06:07.852487,"M",NA,"Soda","No",NA,2,2,0.223067339,0.031709481,0.956545689,FALSE,55,"Frank",17,"433","F",1096.79,"District of Columbia",3,0.23,NA,NA,"No",1422.53,NA,"Digital",3290.37,0.539716312,0.460283688,0.75,0.123,20002,2024,12,9,"Mon",10,"M","DCArea",NA,0
1,"Personal",0,28,30,"Yes",699.42,416575372,38,NA,NA,NA,"Washington Capitals",2021,65000,3368,NA,2022-09-13 13:08:24.780169,"M",NA,"Popcorn","No",NA,NA,2,0.006234704,0.130383431,0.759447341,FALSE,58,"Ivy",4,"417","M",500,"Maryland",0,0.63,NA,NA,"No",0,4,"Digital",1199.42,0.758156028,0.241843972,0.47,0.058,21210,2022,9,13,"Tue",13,"M","DCArea",0,0
1,"Personal",0,82,30,"Yes",759.19,416663599,32,"AD","Charlie Lindgren","Other","Washington Capitals",2002,NA,3369,"Tech",2019-12-08 06:24:54.840856,"M","Public","Popcorn","No",NA,0,2,0.049551249,0.031141345,0.738374802,FALSE,58,"David",25,"Club","M",1947.8,"Virginia",3,0.1,"No","No","Yes",799.05,23,"Digital",3506.04,0.668794326,0.331205674,0.68,0.07,20105,2019,12,8,"Sun",6,"M","DCArea",0,0
